,char_0,char_1,char_2,char_3,char_4,char_5,char_6,char_7,char_8,char_9,name
544,7,4,13,3,4,17,18,14,13,26,henderson
545,7,20,13,19,4,17,26,26,26,26,hunter
546,9,4,0,13,26,26,26,26,26,26,jean
547,11,4,12,26,26,26,26,26,26,26,lem
548,11,20,8,18,26,26,26,26,26,26,luis
549,12,0,19,7,8,0,18,26,26,26,mathias
550,12,0,24,13,0,17,3,26,26,26,maynard
551,12,8,6,20,4,11,26,26,26,26,miguel
552,12,14,17,19,8,12,4,17,26,26,mortimer
553,13,4,11,18,26,26,26,26,26,26,nels
554,13,14,17,17,8,18,26,26,26,26,norris
555,15,0,19,26,26,26,26,26,26,26,pat
556,15,7,8,11,26,26,26,26,26,26,phil
557,17,20,18,7,26,26,26,26,26,26,rush
558,18,0,13,19,8,0,6,14,26,26,santiago
559,18,14,11,26,26,26,26,26,26,26,sol
560,18,24,3,13,4,24,26,26,26,26,sydney
561,19,7,0,3,3,4,20,18,26,26,thaddeus
562,19,7,14,17,13,19,14,13,26,26,thornton
563,19,8,12,26,26,26,26,26,26,26,tim
564,19,17,0,21,8,18,26,26,26,26,travis
565,19,17,20,12,0,13,26,26,26,26,truman
566,22,0,19,18,14,13,26,26,26,26,watson
567,22,4,1,1,26,26,26,26,26,26,webb
568,22,4,11,11,8,13,6,19,14,13,wellington
569,22,8,13,5,17,4,3,26,26,26,winfred
570,22,24,11,8,4,26,26,26,26,26,wylie
571,0,11,4,2,26,26,26,26,26,26,alec
572,1,0,18,8,11,26,26,26,26,26,basil
573,1,0,23,19,4,17,26,26,26,26,baxter
574,1,4,17,19,17,0,13,3,26,26,bertrand
575,1,20,5,14,17,3,26,26,26,26,buford
576,1,20,17,17,26,26,26,26,26,26,burr
577,2,11,4,21,4,11,0,13,3,26,cleveland
578,2,14,11,14,13,4,11,26,26,26,colonel
579,3,4,12,15,18,4,24,26,26,26,dempsey
580,4,0,17,11,24,26,26,26,26,26,early
581,4,11,11,18,22,14,17,19,7,26,ellsworth
582,5,0,19,4,26,26,26,26,26,26,fate
583,5,8,13,11,4,24,26,26,26,26,finley
584,6,0,1,4,26,26,26,26,26,26,gabe
585,6,0,17,11,0,13,3,26,26,26,garland
586,6,4,17,0,11,3,26,26,26,26,gerald
587,7,4,17,18,2,7,4,11,26,26,herschel
588,7,4,25,4,10,8,0,7,26,26,hezekiah
589,9,20,18,19,20,18,26,26,26,26,justus
590,11,8,13,3,18,4,24,26,26,26,lindsey
591,12,0,17,2,4,11,11,20,18,26,marcellus
592,14,11,0,5,26,26,26,26,26,26,olaf
593,14,11,8,13,26,26,26,26,26,26,olin
594,15,0,1,11,14,26,26,26,26,26,pablo
595,17,14,11,11,0,13,3,26,26,26,rolland
596,19,20,17,13,4,17,26,26,26,26,turner
597,21,4,17,13,4,26,26,26,26,26,verne
598,21,14,11,13,4,24,26,26,26,26,volney
599,22,8,11,11,8,0,12,18,26,26,williams
600,0,11,12,14,13,26,26,26,26,26,almon
601,0,11,14,8,18,26,26,26,26,26,alois
602,0,11,14,13,25,0,26,26,26,26,alonza
603,0,13,18,14,13,26,26,26,26,26,anson
604,0,20,19,7,20,17,26,26,26,26,authur
605,1,4,13,19,14,13,26,26,26,26,benton
606,1,8,11,11,8,4,26,26,26,26,billie
607,2,14,17,13,4,11,8,14,20,18,cornelious
608,3,0,17,8,20,18,26,26,26,26,darius
609,3,4,13,8,18,26,26,26,26,26,denis
610,3,8,11,11,0,17,3,26,26,26,dillard
611,3,14,2,19,14,17,26,26,26,26,doctor
612,4,11,21,8,13,26,26,26,26,26,elvin
613,4,12,12,0,26,26,26,26,26,26,emma
614,4,17,8,2,26,26,26,26,26,26,eric
615,4,21,0,13,18,26,26,26,26,26,evans
616,6,8,3,4,14,13,26,26,26,26,gideon
617,7,0,24,22,14,14,3,26,26,26,haywood
618,7,8,11,11,8,0,17,3,26,26,hilliard
619,7,14,18,4,0,26,26,26,26,26,hosea
620,11,8,13,2,14,11,13,26,26,26,lincoln
621,11,14,13,25,14,26,26,26,26,26,lonzo
622,11,20,2,8,14,20,18,26,26,26,lucious
623,11,20,12,26,26,26,26,26,26,26,lum
624,12,0,11,0,2,7,8,26,26,26,malachi
625,13,4,22,19,26,26,26,26,26,26,newt
626,13,14,4,11,26,26,26,26,26,26,noel
627,14,17,8,4,26,26,26,26,26,26,orie
628,15,0,11,12,4,17,26,26,26,26,palmer
629,15,8,13,10,13,4,24,26,26,26,pinkney
630,18,7,8,17,11,4,24,26,26,26,shirley
631,18,20,12,13,4,17,26,26,26,26,sumner
632,19,4,17,17,24,26,26,26,26,26,terry
633,20,17,1,0,13,26,26,26,26,26,urban
634,20,17,8,0,7,26,26,26,26,26,uriah
635,21,0,11,4,13,19,8,13,4,26,valentine
636,22,0,11,3,14,26,26,26,26,26,waldo
637,22,0,17,13,4,17,26,26,26,26,warner
638,22,14,13,6,26,26,26,26,26,26,wong
639,25,4,1,26,26,26,26,26,26,26,zeb
640,0,1,4,11,26,26,26,26,26,26,abel
641,0,11,3,4,13,26,26,26,26,26,alden
642,0,17,2,7,4,17,26,26,26,26,archer
643,0,21,4,17,24,26,26,26,26,26,avery
644,2,0,17,18,14,13,26,26,26,26,carson
645,2,20,11,11,4,13,26,26,26,26,cullen
646,3,14,2,26,26,26,26,26,26,26,doc
647,4,1,4,13,26,26,26,26,26,26,eben
648,4,11,8,6,4,26,26,26,26,26,elige
649,4,11,8,25,0,1,4,19,7,26,elizabeth
650,4,11,12,14,17,4,26,26,26,26,elmore
651,4,17,13,18,19,26,26,26,26,26,ernst
652,5,8,13,8,18,26,26,26,26,26,finis
653,5,17,4,3,3,8,4,26,26,26,freddie
654,6,14,3,5,17,4,24,26,26,26,godfrey
655,6,20,18,18,26,26,26,26,26,26,guss
656,7,0,12,15,26,26,26,26,26,26,hamp
657,7,4,17,12,0,13,13,26,26,26,hermann
658,8,18,0,3,14,17,4,26,26,26,isadore
659,8,18,17,4,0,11,26,26,26,26,isreal
660,9,14,13,4,18,26,26,26,26,26,jones
661,9,20,13,4,26,26,26,26,26,26,june
662,11,0,2,24,26,26,26,26,26,26,lacy
663,11,0,5,4,26,26,26,26,26,26,lafe
664,11,4,11,0,13,3,26,26,26,26,leland
665,11,11,4,22,4,11,11,24,13,26,llewellyn
666,11,20,3,22,8,6,26,26,26,26,ludwig
667,12,0,13,5,14,17,3,26,26,26,manford
668,12,0,23,22,4,11,11,26,26,26,maxwell
669,12,8,13,13,8,4,26,26,26,26,minnie
670,14,1,8,4,26,26,26,26,26,26,obie
671,14,2,19,0,21,4,26,26,26,26,octave
672,14,17,17,8,13,26,26,26,26,26,orrin
673,14,18,18,8,4,26,26,26,26,26,ossie
674,14,18,22,0,11,3,26,26,26,26,oswald
675,15,0,17,10,26,26,26,26,26,26,park
676,15,0,17,11,4,24,26,26,26,26,parley
677,17,0,12,14,13,26,26,26,26,26,ramon
678,17,8,2,4,26,26,26,26,26,26,rice
679,18,19,14,13,4,22,0,11,11,26,stonewall
680,19,7,4,14,26,26,26,26,26,26,theo
681,19,8,11,11,12,0,13,26,26,26,tillman
682,0,3,3,8,4,26,26,26,26,26,addie
683,0,17,14,13,26,26,26,26,26,26,aron
684,0,18,7,11,4,24,26,26,26,26,ashley
685,1,4,17,13,7,0,17,3,26,26,bernhard
686,1,4,17,19,8,4,26,26,26,26,bertie
687,1,4,17,19,14,13,26,26,26,26,berton
688,1,20,18,19,4,17,26,26,26,26,buster
689,1,20,19,11,4,17,26,26,26,26,butler
690,2,0,17,11,4,19,14,13,26,26,carleton
691,2,0,17,17,8,4,26,26,26,26,carrie
692,2,11,0,17,0,26,26,26,26,26,clara
693,2,11,0,17,0,13,2,4,26,26,clarance
694,2,11,0,17,4,26,26,26,26,26,clare
695,2,17,0,22,5,14,17,3,26,26,crawford
696,3,0,13,8,0,11,26,26,26,26,danial
697,3,0,24,19,14,13,26,26,26,26,dayton
698,3,14,11,15,7,20,18,26,26,26,dolphus
699,4,11,3,4,17,26,26,26,26,26,elder
700,4,15,7,17,8,0,12,26,26,26,ephriam
701,5,0,24,4,19,19,4,26,26,26,fayette
702,5,4,11,8,15,4,26,26,26,26,felipe
703,5,4,17,13,0,13,3,14,26,26,fernando
704,5,11,4,12,26,26,26,26,26,26,flem
705,5,11,14,17,4,13,2,4,26,26,florence
706,5,14,17,3,26,26,26,26,26,26,ford
707,7,0,17,11,0,13,26,26,26,26,harlan
708,7,0,24,4,18,26,26,26,26,26,hayes
709,7,4,13,4,17,24,26,26,26,26,henery
710,7,14,24,26,26,26,26,26,26,26,hoy
711,7,20,18,19,14,13,26,26,26,26,huston
712,8,3,0,26,26,26,26,26,26,26,ida
713,8,21,14,17,24,26,26,26,26,26,ivory
714,9,14,13,0,7,26,26,26,26,26,jonah
715,9,20,18,19,8,13,26,26,26,26,justin
716,11,4,13,0,17,3,26,26,26,26,lenard
717,11,4,14,15,14,11,3,26,26,26,leopold
718,11,8,14,13,4,11,26,26,26,26,lionel
719,12,0,13,11,4,24,26,26,26,26,manley
720,12,0,17,16,20,8,18,26,26,26,marquis
721,12,0,17,18,7,0,11,26,26,26,marshal
722,12,0,17,19,26,26,26,26,26,26,mart
723,14,3,8,4,26,26,26,26,26,26,odie
724,14,11,4,13,26,26,26,26,26,26,olen
725,14,17,0,11,26,26,26,26,26,26,oral
726,14,17,11,4,24,26,26,26,26,26,orley
727,14,19,7,0,26,26,26,26,26,26,otha
728,15,17,4,18,18,26,26,26,26,26,press
729,15,17,8,2,4,26,26,26,26,26,price
730,16,20,8,13,2,24,26,26,26,26,quincy
731,17,0,13,3,0,11,11,26,26,26,randall
732,17,8,2,7,26,26,26,26,26,26,rich
733,17,8,2,7,12,14,13,3,26,26,richmond
734,17,14,12,4,14,26,26,26,26,26,romeo
735,17,20,18,18,4,11,26,26,26,26,russel
736,17,20,19,7,4,17,5,14,17,3,rutherford
737,18,7,0,3,4,26,26,26,26,26,shade
738,18,7,4,11,1,24,26,26,26,26,shelby
739,18,14,11,14,13,26,26,26,26,26,solon
740,19,7,20,17,12,0,13,26,26,26,thurman
741,19,8,11,3,4,13,26,26,26,26,tilden
742,19,17,14,24,26,26,26,26,26,26,troy
743,22,14,14,3,18,14,13,26,26,26,woodson
744,22,14,17,19,7,26,26,26,26,26,worth
745,0,3,4,13,26,26,26,26,26,26,aden
746,0,11,2,8,3,4,26,26,26,26,alcide
747,0,11,5,26,26,26,26,26,26,26,alf
748,0,11,6,8,4,26,26,26,26,26,algie
749,0,17,11,8,4,26,26,26,26,26,arlie
750,1,0,17,19,26,26,26,26,26,26,bart
751,1,4,3,5,14,17,3,26,26,26,bedford
752,1,4,13,8,19,14,26,26,26,26,benito
753,1,8,11,11,24,26,26,26,26,26,billy
754,1,8,17,3,26,26,26,26,26,26,bird
755,1,8,17,19,26,26,26,26,26,26,birt
756,1,17,20,13,14,26,26,26,26,26,bruno
757,1,20,17,11,4,24,26,26,26,26,burley
758,2,7,0,13,2,24,26,26,26,26,chancy
759,2,11,0,20,18,26,26,26,26,26,claus
760,2,11,8,5,5,26,26,26,26,26,cliff
761,2,11,14,21,8,18,26,26,26,26,clovis
762,2,14,13,13,8,4,26,26,26,26,connie
763,2,17,4,4,3,26,26,26,26,26,creed
764,3,4,11,14,18,26,26,26,26,26,delos
765,3,20,10,4,26,26,26,26,26,26,duke
766,4,1,4,17,26,26,26,26,26,26,eber
767,4,11,8,6,0,7,26,26,26,26,eligah
768,4,11,11,8,14,19,26,26,26,26,elliot
769,4,11,19,14,13,26,26,26,26,26,elton
770,4,12,12,8,19,19,26,26,26,26,emmitt
771,6,4,13,4,26,26,26,26,26,26,gene
772,6,14,11,3,4,13,26,26,26,26,golden
773,7,0,11,26,26,26,26,26,26,26,hal
774,7,0,17,3,8,13,26,26,26,26,hardin
775,7,0,17,12,0,13,26,26,26,26,harman
776,7,4,17,21,4,24,26,26,26,26,hervey
777,7,14,11,11,8,18,26,26,26,26,hollis
778,8,21,4,24,26,26,26,26,26,26,ivey
779,9,4,13,13,8,4,26,26,26,26,jennie
780,11,4,13,26,26,26,26,26,26,26,len
781,11,8,13,3,18,0,24,26,26,26,lindsay
782,11,14,13,8,4,26,26,26,26,26,lonie
783,11,24,11,4,26,26,26,26,26,26,lyle
784,12,0,2,26,26,26,26,26,26,26,mac
785,12,0,11,26,26,26,26,26,26,26,mal
786,12,0,19,7,26,26,26,26,26,26,math
787,12,8,11,11,4,17,26,26,26,26,miller
788,14,17,18,14,13,26,26,26,26,26,orson
789,14,18,1,14,17,13,4,26,26,26,osborne
790,15,4,17,2,8,21,0,11,26,26,percival
791,15,11,4,0,18,26,26,26,26,26,pleas
792,15,11,4,18,26,26,26,26,26,26,ples
793,17,0,5,0,4,11,26,26,26,26,rafael
794,17,0,14,20,11,26,26,26,26,26,raoul
795,17,14,3,4,17,8,2,10,26,26,roderick
796,17,14,18,4,26,26,26,26,26,26,rose
797,18,7,4,11,19,14,13,26,26,26,shelton
798,18,8,3,26,26,26,26,26,26,26,sid
799,19,7,4,17,14,13,26,26,26,26,theron
800,19,14,1,8,0,18,26,26,26,26,tobias
801,19,14,13,4,24,26,26,26,26,26,toney
802,19,24,11,4,17,26,26,26,26,26,tyler
803,21,0,13,2,4,26,26,26,26,26,vance
804,21,8,21,8,0,13,26,26,26,26,vivian
805,22,0,11,19,14,13,26,26,26,26,walton
806,22,0,19,19,26,26,26,26,26,26,watt
807,22,4,0,21,4,17,26,26,26,26,weaver
808,22,8,11,19,14,13,26,26,26,26,wilton
809,0,3,14,11,5,26,26,26,26,26,adolf
810,0,11,1,8,13,26,26,26,26,26,albin
811,0,11,1,8,14,13,26,26,26,26,albion
812,0,11,11,8,18,14,13,26,26,26,allison
813,0,11,15,7,0,26,26,26,26,26,alpha
814,0,11,15,7,4,20,18,26,26,26,alpheus
815,0,13,0,18,19,0,2,8,14,26,anastacio
816,0,13,3,17,4,26,26,26,26,26,andre
817,0,13,13,8,4,26,26,26,26,26,annie
818,0,17,11,8,13,6,19,14,13,26,arlington
819,0,17,12,0,13,3,26,26,26,26,armand
820,0,18,1,4,17,17,24,26,26,26,asberry
821,0,18,1,20,17,24,26,26,26,26,asbury
822,0,18,7,4,17,26,26,26,26,26,asher
823,0,20,6,20,18,19,8,13,26,26,augustin
824,0,20,19,7,4,17,26,26,26,26,auther
825,0,20,19,7,14,17,26,26,26,26,author
826,1,0,11,11,0,17,3,26,26,26,ballard
827,1,11,0,18,26,26,26,26,26,26,blas
828,2,0,4,18,0,17,26,26,26,26,caesar
829,2,0,13,3,8,3,14,26,26,26,candido
830,2,0,19,14,26,26,26,26,26,26,cato
831,2,11,0,17,10,4,26,26,26,26,clarke
832,2,11,4,12,4,13,19,4,26,26,clemente
833,2,14,11,8,13,26,26,26,26,26,colin
834,2,14,12,12,14,3,14,17,4,26,commodore
835,2,14,17,0,26,26,26,26,26,26,cora
836,2,14,24,26,26,26,26,26,26,26,coy
837,2,17,20,25,26,26,26,26,26,26,cruz
838,2,20,17,19,26,26,26,26,26,26,curt
839,3,0,12,14,13,26,26,26,26,26,damon
840,3,0,21,8,4,26,26,26,26,26,davie
841,3,4,11,12,0,17,26,26,26,26,delmar
842,3,4,23,19,4,17,26,26,26,26,dexter
843,3,14,17,0,26,26,26,26,26,26,dora
844,3,14,18,18,26,26,26,26,26,26,doss
845,3,17,4,22,26,26,26,26,26,26,drew
846,4,3,18,14,13,26,26,26,26,26,edson
847,4,11,0,12,26,26,26,26,26,26,elam
848,4,11,8,7,20,26,26,26,26,26,elihu
849,4,11,8,25,0,26,26,26,26,26,eliza
850,4,11,18,8,4,26,26,26,26,26,elsie
851,4,17,8,4,26,26,26,26,26,26,erie
852,4,17,13,8,4,26,26,26,26,26,ernie
853,4,19,7,4,11,26,26,26,26,26,ethel
854,5,4,17,3,26,26,26,26,26,26,ferd
855,5,17,8,4,13,3,26,26,26,26,friend
856,6,0,17,17,24,26,26,26,26,26,garry
857,6,0,17,24,26,26,26,26,26,26,gary
858,6,17,0,2,4,26,26,26,26,26,grace
859,6,20,18,19,0,5,26,26,26,26,gustaf
860,7,0,11,11,8,4,26,26,26,26,hallie
861,7,0,12,15,19,14,13,26,26,26,hampton
862,7,0,17,17,8,4,26,26,26,26,harrie
863,7,0,19,19,8,4,26,26,26,26,hattie
864,7,4,13,2,4,26,26,26,26,26,hence
865,7,8,11,11,0,17,3,26,26,26,hillard
866,7,14,11,11,8,4,26,26,26,26,hollie
867,7,14,11,12,4,18,26,26,26,26,holmes
868,7,14,15,4,26,26,26,26,26,26,hope
869,7,24,12,0,13,26,26,26,26,26,hyman
870,8,18,7,12,0,4,11,26,26,26,ishmael
871,9,0,17,17,4,19,19,26,26,26,jarrett
872,9,4,18,18,4,4,26,26,26,26,jessee
873,9,14,4,18,4,15,7,26,26,26,joeseph
874,9,20,13,8,14,20,18,26,26,26,junious
875,10,8,17,10,26,26,26,26,26,26,kirk
876,11,4,21,24,26,26,26,26,26,26,levy
877,12,4,17,21,8,13,26,26,26,26,mervin
878,12,8,2,7,4,11,26,26,26,26,michel
879,12,8,11,5,14,17,3,26,26,26,milford
880,12,8,19,2,7,4,11,26,26,26,mitchel
881,13,4,11,11,8,4,26,26,26,26,nellie
882,13,14,1,11,4,26,26,26,26,26,noble
883,14,1,4,3,26,26,26,26,26,26,obed
884,14,3,0,26,26,26,26,26,26,26,oda
885,14,17,17,4,13,26,26,26,26,26,orren
886,14,19,19,8,18,26,26,26,26,26,ottis
887,17,0,5,4,26,26,26,26,26,26,rafe
888,17,4,3,3,4,13,26,26,26,26,redden
889,17,4,4,18,4,26,26,26,26,26,reese
890,17,20,1,4,26,26,26,26,26,26,rube
891,17,20,1,24,26,26,26,26,26,26,ruby
892,17,20,15,4,17,19,26,26,26,26,rupert
893,18,0,11,14,12,14,13,26,26,26,salomon
894,18,0,12,12,8,4,26,26,26,26,sammie
895,18,0,13,3,4,17,18,26,26,26,sanders
896,18,14,11,14,12,0,13,26,26,26,soloman
897,18,19,0,2,24,26,26,26,26,26,stacy
898,18,19,0,13,5,14,17,3,26,26,stanford
899,18,19,0,13,19,14,13,26,26,26,stanton
900,19,7,0,3,26,26,26,26,26,26,thad
901,19,8,19,20,18,26,26,26,26,26,titus
902,19,17,0,2,24,26,26,26,26,26,tracy
903,21,4,17,13,8,4,26,26,26,26,vernie
904,22,4,13,3,4,11,11,26,26,26,wendell
905,22,8,11,7,4,11,12,26,26,26,wilhelm
906,22,8,11,11,8,0,13,26,26,26,willian
907,24,4,4,26,26,26,26,26,26,26,yee
908,25,4,10,4,26,26,26,26,26,26,zeke
909,0,1,26,26,26,26,26,26,26,26,ab
910,0,1,1,14,19,19,26,26,26,26,abbott
911,0,6,20,18,19,20,18,26,26,26,agustus
912,0,11,1,4,17,19,20,18,26,26,albertus
913,0,11,12,4,17,26,26,26,26,26,almer
914,0,11,15,7,14,13,18,14,26,26,alphonso
915,0,11,21,8,0,26,26,26,26,26,alvia
916,0,17,19,8,4,26,26,26,26,26,artie
917,0,17,21,8,3,26,26,26,26,26,arvid
918,0,18,7,1,24,26,26,26,26,26,ashby
919,0,20,6,20,18,19,0,26,26,26,augusta
920,0,20,17,19,7,20,17,26,26,26,aurthur
921,1,0,1,4,26,26,26,26,26,26,babe
922,1,0,11,3,22,8,13,26,26,26,baldwin
923,1,0,17,13,4,19,19,26,26,26,barnett
924,1,0,17,19,7,14,11,14,12,4,bartholomew
925,1,0,17,19,14,13,26,26,26,26,barton
926,1,4,17,13,8,4,26,26,26,26,bernie
927,1,11,0,8,13,4,26,26,26,26,blaine
928,1,14,18,19,14,13,26,26,26,26,boston
929,1,17,0,3,26,26,26,26,26,26,brad
930,1,17,0,3,5,14,17,3,26,26,bradford
931,1,17,0,3,11,4,24,26,26,26,bradley
932,1,17,14,14,10,18,26,26,26,26,brooks
933,1,20,2,10,26,26,26,26,26,26,buck
934,1,20,3,3,26,26,26,26,26,26,budd
935,2,4,24,11,14,13,26,26,26,26,ceylon
936,2,7,0,11,12,4,17,18,26,26,chalmers
937,2,7,4,18,11,4,24,26,26,26,chesley
938,2,7,8,13,26,26,26,26,26,26,chin
939,2,11,4,14,26,26,26,26,26,26,cleo
940,2,17,14,2,10,4,19,19,26,26,crockett
941,2,24,17,8,11,26,26,26,26,26,cyril
942,3,0,8,18,24,26,26,26,26,26,daisy
943,3,4,13,21,4,17,26,26,26,26,denver
944,3,14,22,26,26,26,26,26,26,26,dow
945,3,20,5,5,26,26,26,26,26,26,duff
946,4,3,8,4,26,26,26,26,26,26,edie
947,4,3,8,19,7,26,26,26,26,26,edith
948,4,11,8,2,10,26,26,26,26,26,elick
949,4,11,8,4,26,26,26,26,26,26,elie
950,4,11,8,6,0,26,26,26,26,26,eliga
951,4,11,8,18,4,14,26,26,26,26,eliseo
952,4,11,17,14,24,26,26,26,26,26,elroy
953,4,11,24,26,26,26,26,26,26,26,ely
954,4,13,13,8,18,26,26,26,26,26,ennis
955,4,13,17,8,16,20,4,26,26,26,enrique
956,4,17,0,18,12,20,18,26,26,26,erasmus
957,4,18,0,20,26,26,26,26,26,26,esau
958,4,21,4,17,4,19,19,4,26,26,everette
959,5,8,17,12,0,13,26,26,26,26,firman
960,5,11,4,12,8,13,6,26,26,26,fleming
961,5,11,14,17,0,26,26,26,26,26,flora
962,6,0,17,3,13,4,17,26,26,26,gardner
963,6,4,4,26,26,26,26,26,26,26,gee
964,6,14,17,6,4,26,26,26,26,26,gorge
965,6,14,19,19,11,8,4,1,26,26,gottlieb
966,6,17,4,6,14,17,8,14,26,26,gregorio
967,6,17,4,6,14,17,24,26,26,26,gregory
968,6,20,18,19,0,21,20,18,26,26,gustavus
969,7,0,11,18,4,24,26,26,26,26,halsey
970,7,0,13,3,24,26,26,26,26,26,handy
971,7,0,17,3,8,4,26,26,26,26,hardie
972,7,0,17,11,26,26,26,26,26,26,harl
973,7,0,24,3,4,13,26,26,26,26,hayden
974,7,0,24,18,26,26,26,26,26,26,hays
975,7,4,17,12,14,13,26,26,26,26,hermon
976,7,4,17,18,7,4,11,26,26,26,hershel
977,7,14,11,11,24,26,26,26,26,26,holly
978,7,14,18,19,4,4,13,26,26,26,hosteen
979,7,14,24,19,26,26,26,26,26,26,hoyt
980,7,20,3,18,14,13,26,26,26,26,hudson
981,7,20,4,24,26,26,26,26,26,26,huey
982,7,20,12,15,7,17,4,24,26,26,humphrey
983,7,20,13,19,26,26,26,26,26,26,hunt
984,7,24,17,20,12,26,26,26,26,26,hyrum
985,8,17,21,4,13,26,26,26,26,26,irven
986,8,18,0,12,26,26,26,26,26,26,isam
987,8,21,24,26,26,26,26,26,26,26,ivy
988,9,0,1,4,25,26,26,26,26,26,jabez
989,9,4,22,4,11,26,26,26,26,26,jewel
990,9,14,3,8,4,26,26,26,26,26,jodie
991,9,20,3,3,26,26,26,26,26,26,judd
992,9,20,11,8,14,20,18,26,26,26,julious
993,9,20,18,19,8,2,4,26,26,26,justice
994,10,0,19,7,4,17,8,13,4,26,katherine
995,10,4,11,11,24,26,26,26,26,26,kelly
996,10,8,19,26,26,26,26,26,26,26,kit
997,10,13,20,19,4,26,26,26,26,26,knute
998,11,0,21,4,17,13,26,26,26,26,lavern
999,11,0,22,24,4,17,26,26,26,26,lawyer
1000,11,0,24,19,14,13,26,26,26,26,layton
1001,1,17,14,22,13,26,26,26,26,26,brown
1002,13,4,22,4,11,11,26,26,26,26,newell
1003,2,0,17,19,4,17,26,26,26,26,carter
1004,11,20,2,0,18,26,26,26,26,26,lucas
1005,17,0,13,18,14,12,26,26,26,26,ransom
1006,1,4,4,26,26,26,26,26,26,26,bee
1007,12,4,24,4,17,26,26,26,26,26,meyer
1008,15,0,17,8,18,26,26,26,26,26,paris
1009,1,24,17,3,26,26,26,26,26,26,byrd
1010,3,4,5,14,17,4,18,19,26,26,deforest
1011,3,14,11,15,7,26,26,26,26,26,dolph
1012,7,0,17,15,4,17,26,26,26,26,harper
1013,9,20,11,4,26,26,26,26,26,26,jule
1014,11,0,12,1,4,17,19,26,26,26,lambert
1015,12,0,17,6,0,17,4,19,26,26,margaret
1016,14,2,8,4,26,26,26,26,26,26,ocie
1017,14,17,0,13,6,4,26,26,26,26,orange
1018,17,4,4,2,4,26,26,26,26,26,reece
1019,17,14,4,26,26,26,26,26,26,26,roe
1020,0,12,1,4,17,18,26,26,26,26,ambers
1021,1,4,18,18,8,4,26,26,26,26,bessie
1022,2,14,11,11,8,13,18,26,26,26,collins
1023,4,11,1,17,8,3,6,4,26,26,elbridge
1024,4,11,3,14,13,26,26,26,26,26,eldon
1025,4,11,21,8,18,26,26,26,26,26,elvis
1026,6,0,18,19,14,13,26,26,26,26,gaston
1027,6,20,0,3,0,11,20,15,4,26,guadalupe
1028,7,0,17,19,22,4,11,11,26,26,hartwell
1029,10,13,14,23,26,26,26,26,26,26,knox
1030,11,20,4,26,26,26,26,26,26,26,lue
1031,12,0,13,13,8,13,6,26,26,26,manning
1032,14,11,0,26,26,26,26,26,26,26,ola
1033,17,4,4,3,26,26,26,26,26,26,reed
1034,18,0,12,15,18,14,13,26,26,26,sampson
1035,18,0,12,20,0,11,26,26,26,26,samual
1036,19,7,14,18,26,26,26,26,26,26,thos
1037,19,14,3,3,26,26,26,26,26,26,todd
1038,19,14,12,12,24,26,26,26,26,26,tommy
1039,20,13,10,13,14,22,13,26,26,26,unknown
1040,22,8,17,19,26,26,26,26,26,26,wirt
1041,22,14,14,3,8,4,26,26,26,26,woodie
1042,0,11,8,2,4,26,26,26,26,26,alice
1043,0,11,21,8,18,26,26,26,26,26,alvis
1044,0,12,12,14,13,26,26,26,26,26,ammon
1045,1,14,18,18,26,26,26,26,26,26,boss
1046,2,0,18,26,26,26,26,26,26,26,cas
1047,2,0,18,18,26,26,26,26,26,26,cass
1048,2,7,0,11,12,4,17,26,26,26,chalmer
1049,3,4,13,19,14,13,26,26,26,26,denton
1050,4,11,18,22,14,17,19,7,26,26,elsworth
1051,4,17,21,8,13,6,26,26,26,26,erving
1052,5,17,4,3,17,8,2,26,26,26,fredric
1053,5,20,17,12,0,13,26,26,26,26,furman
1054,7,4,11,4,13,26,26,26,26,26,helen
1055,15,4,0,17,11,8,4,26,26,26,pearlie
1056,15,11,20,12,12,4,17,26,26,26,plummer
1057,15,17,4,18,11,4,24,26,26,26,presley
1058,17,14,11,11,14,26,26,26,26,26,rollo
1059,17,14,18,22,4,11,11,26,26,26,roswell
1060,17,20,5,5,20,18,26,26,26,26,ruffus
1061,18,7,4,11,3,14,13,26,26,26,sheldon
1062,19,8,11,12,0,13,26,26,26,26,tilman
1063,24,14,17,10,26,26,26,26,26,26,york
1064,0,2,8,4,26,26,26,26,26,26,acie
1065,0,11,5,14,13,18,14,26,26,26,alfonso
1066,0,18,7,19,14,13,26,26,26,26,ashton
1067,1,20,17,10,4,26,26,26,26,26,burke
1068,2,0,15,26,26,26,26,26,26,26,cap
1069,2,0,18,8,12,8,17,14,26,26,casimiro
1070,2,14,11,11,8,4,26,26,26,26,collie
1071,2,20,17,11,4,24,26,26,26,26,curley
1072,3,0,11,4,26,26,26,26,26,26,dale
1073,3,8,23,14,13,26,26,26,26,26,dixon
1074,3,14,12,8,13,8,2,10,26,26,dominick
1075,6,0,17,17,4,19,26,26,26,26,garret
1076,6,4,17,17,8,19,26,26,26,26,gerrit
1077,6,17,8,5,5,8,13,26,26,26,griffin
1078,7,0,11,11,26,26,26,26,26,26,hall
1079,7,4,1,4,17,26,26,26,26,26,heber
1080,7,20,17,11,4,24,26,26,26,26,hurley
1081,8,18,8,3,14,17,4,26,26,26,isidore
1082,11,14,17,4,13,25,0,26,26,26,lorenza
1083,12,0,17,8,0,13,26,26,26,26,marian
